スウェットワーキングの流行は、ここアメリカではどのように始まったのですか。,how
どうすれば、そういた詐欺師たちから、身を守ることができますか。,how
あなたのお父様はいかがですか、アリス。,how
何と発音しますか？,how
試合はどうだった？,how
いかがでしたか？,how
勝因をどう思われますか？,how
ご両親の例のことはどうなりましたか。,how
そのトリートメントはどのくらい時間がかかりますか？,how
いらっしゃいませ。,how
サンディエゴのテニス学校に行ってみたいと思わない？,how
歯医者さんはどうだった？,how
リポートは何ページにすべきですか？,how
何人来るんだい？,how
それっていくらかかるの？,how
どうやるのかな？,how
あちらにかかっている青のワンピースはおいくらですか？,how
ところで、君のロボットはどうしているね？,how
どのくらいの期間、練習したの？,how
翔くんは？,how
どうやってそれをゲットしたの？,how
このおしゃれな赤い靴下はどうでござるか？,how
旅行、どうだった？,how
今度の日曜日はどうだい？,how
次の試合に一緒に行かないかい？,how
気分はどう？,how
何袋ほしい？,how
野球の合宿はどうだった？,how
どのようにしてこの事業を収益化するつもりですか。,how
バートンさん、ここのおすしはいかがですか？,how
ひと休みしませんか？,how
どのくらい長いの？,how
みんなはどうだった？,how
どうやって通るの？,how
あなたはどうなの、ヒロ先輩？,how
卵はいくつ必要なの？,how
「風邪はどうですか？」　「少しずつ良くなっています。」,how
私があなたの誕生日に買ってあげたピンクのシャツはどうかしら。,how
週末はどうだった？,how
どのくらいの期間そうなのですか？,how
みそはどのくらい必要なんですか？,how
レオナルドの演技はどうなんだ？,how
歌はどう、陽菜？,how
ミネソタにはいくつ湖があるの？,how
これはいつまで続くんだろう？,how
どうしてわかったの？,how
「エッグプラント」は日本語で何と言うのですか？,how
息子さんのコメディーはどうだい？,how
アメリカへの出張（旅行）はどうだった？,how
どうやって食べるの？,how
今日はどうだった？,how
新しい仕事でいくら収入があると思いますか？,how
ぬいぐるみのキリンはどう？,how
名字はどうつづるんですか？,how
気象予報士としてどのようにスタートを切りましたか？,how
きみの冬休みはどうだったんだい？,how
雪はどのくらい積もっていますか？,how
ミキちゃんとデービッドさんとの英語のレッスンはどうだい？,how
彼らはどう反応しましたか。,how
どんなご相談でしょうか？,how
夏休みはどうだった？,how
彼に伝えたとき、どう反応した？,how
彼女の英語はどう？,how
風邪の具合はいかがですか？,how
早苗とはどういうお知り合いですか？,how
アミール、あなたのひとり漫才はどうだったの？,how
会議にはどれぐらいの時間を割り当てれば良いでしょうか？,how
なぜビーバーはカナダのシンボルなんですか？,how
製造部門の人たちにはどう話をすべきでしょうか。,how
うちのレストランはどう？,how
試合はどうだったの？,how
入学試験はどうだった？,how
なぜ不可能とわかるのですか？,how
あなたのようにもともと話すのが好きな人は、どうやってしゃべりすぎないようにしているのですか。,how
それを見たとき、どうでしたか？,how
最後にひとつだけ、観覧車に乗るのはどう？,how
どうでしたか。,how
きみたちには、兄弟と姉妹が何人いるの？,how
あした、このボートツアーに行くのはどうかな？,how
今までのところ、ハンツヴィルはいかがですか？,how
そこには何人住んでいるの？,how
フロリダって、どのくらい遠いの？,how
どうやって使うのですか？,how
何日で日本に着きますか？,how
僕の新しいスーツ、どう？　特注だよ。,how
川までどう行かれるんですか？,how
君たちは…どうしたんだよ？,how
台本の進み具合はどう？,how
何人くらいの子が来るんだい？,how
ここにどのくらいいるんですか？,how
いつものところではどう？,how
元気だった？,how
いくつ目（の駅）ですか？,how
アメリカの 「オフィス用語」 についてはどうでしょう。,how
お孫さんは何人になられたのですか。,how
ホットドッグとか、かき氷を売るのはどうだろう。,how
このそりに何人ぐらい乗れますか？,how
受信メールにはどのように対応しているのですか。,how
それ、いくら払ったの？,how
そんないい休暇を取れるほどのお金をどうやって貯めるの？,how
あなたの親族の方たちは、何人集まるのですか。,how
彼はどういう経緯で主夫になったのですか。,how
あそこはどうですか？,how
夏休みの間なんてどうかしら？,how
黄色のはどうかしら？,how
あなたはどうですか、聖四。,how
じゃがいもはいくつ必要なんですか？,how
水族館はどう？,how
新しいノートはどうかな？,how
車代とあわせていくらになるでしょうか？,how
今度の週末に公園に桃の花を見に行くのはどうだい？,how
21世紀スキルをどう定義するのですか。,how
どれくらいここにいられるんだい？,how
今度の土曜日に行ってみるのはどうかな？,how
「自尊心を持つことは重要です。自分で自分を尊敬しなくて、どうやって人に尊敬してもらおうと期待できるでしょうか？」,how
そのサッカーチームは、いくらくらいの価値があるだろうか？,how
調子はどう、ロボコーパス？,how
萌は？,how
それはどうやって？,how
どうやって行けますか？,how
二人の死の真相は誰も分からなかった。,how
宮古そばはどうですか？,how
美樹はどうなの？,how
おいくらですか？,how
小麦粉はどのくらい必要でござるか？,how
どうやって食べるんですか？,how
どうしてわかったのですか？,how
マカオまでどのくらいの距離なの？,how
しばらく実家へ帰って、すねかじりさせてもらったら？,how
学校どうだった、ルナ？,how
1回につきいくらかかるのですか。,how
いろはへ、元気にしていますか？,how
ホテルはどうでしたか？,how
あなたはどうだったの、智美？,how
どうして知ってるの？,how
このすてきな月曜の朝の、あなたのご気分はいかがですか。,how
実際、君はどのくらい遅れたんだい？,how
それって、どうすればいいんだい？,how
エビはいくつ入っているんですか？,how
どうして知ってるんだ？,how
シルバーゲートパークまでどのくらいで着けますか？,how
どのようにして連絡を取ったらいいですか。,how
昨夜の本のサイン会はどうでした？,how
似合っていますか？,how
故障もしないでどうやってあの車で横断できたんですか？,how
日本での滞在はどう？,how
イグアナってどうやったら迷子になるんでしょうか？,how
ソフィーの冬休みはどうだった？,how
向こうにあるベンチはどうかな？,how
コタニのピッチングはどうだった？,how
まんがははかどっている？,how
きょうのロシアの対戦相手はどうでしたか？,how
ゴガクル広場までいくらかかりますか？,how
あれなんかどう？,how
どうしてそれがわかったんですか。,how
週末はどうだった？,how
生計はどう立てていくつもり？,how
仕事はどうですか。,how
どうすれば、そんなに優雅に動けるんですか？,how
どうして知っているんだい？,how
上司に向かってあなたは間違っていると、どううまく言いますか？,how
クリームか砂糖はどうですか？,how
どういうことだい？,how
フライトは何時間ぐらいだっけ？,how
ボート型のロボットはどうですか？,how
おふたりはどうやって知り合ったんですか？,how
どうやったらコンピューター画面の明るさを調整できますか?,how
ロンドンへの出張はいかがでしたか。,how
ジムを開くのはどう？,how
ロープはどれくらいあるかな？,how
メールをチェックするだけというのは、どうでしょう。,how
日本での生活はどう？,how
ノースショアまでどのくらいですか？,how
これまでの対策とは、どう違うのですか。,how
お財布はいかがですか？,how
「気持ちいい」って、中国語でどう言うんですか？,how
あなたはこれまで仕事に何回くらい遅れたの？,how
メートルだとどれくらいの高さなの？,how
どうやって使うんですか？,how
アメリカの人たちは、災害に対して具体的にどんな備えをしているのですか。,how
旅行はどうだった？,how
サイモン、あなたは日本に何年くらい暮らしているんですか？,how
あなたはどう？,how
生産性が上がり就労者が増えたのに、相変わらず勤務時間が長くなっているのはどうしてでしょう。,how
あなたはどうなの、ルナ？,how
彼にどう伝えたらいいのかしら？,how
どうすれば諸経費を削減できるでしょうか。,how
映画のあとのことはどうなってるの？,how
あなたはどうなの、ルナ？,how
お父さんはどのように受け止めたのですか、アリス。,how
いらっしゃいませ。,how
おばさんのまさに初舞台はどう？,how
だれかが「『魅惑の庭』にどうやって行きますか？」と聞いたの。,how
ハワードさんに対応するとき心にとどめておくべきことは何かありますか？,how
顧客の反応はどうでしたか。,how
日本では、どのようになっているのですか。,how
この福袋はいくらですか？,how
調子はどうですか、スティーブ。,how
あなたが一緒に食事をした人たちはどうでしたか、翔太。,how
お金をかけずに、もっとお客を引き込むにはどうしたらいいだろうかね？,how
どのくらい時間がかかるの？,how
一体どうやってクローゼットの中に入ったの？,how
わたしがコメディーと学業をどう両立したか、でしょ？,how
オーディションはどうだった？,how
次の日曜日はどうかな？,how
ご気分はいかがですか？,how
どうなさいましたか？,how
元気だったかい？,how
匠はどう？,how
どうだった、メガン？,how
どうすれば諸経費を削減できるでしょうか。,how
何人で予約すればいいですか。,how
人間だと何歳ですか？,how
あなたの友人は毎月宝くじを何枚買うのでしょうね。［笑い］,how
元気かい、クジャク？,how
ネガティブ・フォース卿にこのことをどう説明すればいいでしょうかね？,how
どうしてアスカは出られないの？,how
どうしてわかったんですか？,how
長期休暇はどうでしたか。,how
クラブの旅行はどうでしたか？,how
あなたにはツインシティ―についての豆知識がどれくらいあるの？,how
お宅の旅館のホームページを更新されたらいかがですか？,how
どうしてわかりましたか？,how
具合はどう？,how
どうやったら君のパワーを取りもどせるんだ、ロボコーパス？,how
どうしてわかったの？,how
この乗車時間はどれくらいだっけ？,how
どうしてそうなったの？,how
ソーセージやチキンなんかはどう？,how
どんなことでしょう。,how
そこへ行くのにどのくらい時間がかかりますか？,how
このワンピースはどう？,how
あなたはどのくらいの期間失業しているのですか。,how
美術館への行き方を教えていただけますか？,how
どのようにつづるのですか？,how
いくら必要なの？,how
その人の場合はどうでしたか。,how
この問題にどうやって取り組めばよいだろう？,how
今すぐはどう？,how
どうやって行きますか？,how
ここにはどのくらい住んでいますか？,how
どう書くのですか？,how
撮影旅行はどうでしたか、デービッドさん？,how
リオの科学フェアの課題ははかどっているかい？,how
友だちになったとは、どのようにして？,how
注文量を増やすことに同意したのですから、最初の出荷は値引きされるべきではないでしょうか。15％でどうでしょうか？,how
仕事は順調ですか。,how
そこに陳列してある時計はいくらですか？,how
具体的には、そうしたことがどのようにあなたに影響を与えてきたのですか。,how
街を散歩するのはどう？,how
あなたはどうだったの、智美？,how
どうやってそうしたんだい？,how
クリエイティビティ・セミナーはいかがでしたか。,how
きょうは冒険の旅に出かけてみるのはどうだい？,how
かなみはどんなふうに家事の手伝いをするの？,how
どう言えば、彼女の気分を害することなく同じ内容を伝えられると思う？,how
何回、僕に電話した？,how
1日に何回、お祈りするのですか？,how
何歳なの？,how
ここはどうやって見つけたの？,how
上質の年代物のワインに使われているような、「ビンテージ」はどうでしょう。,how
お宅では、ふつう新年をどのように祝うのですか？,how
どうしてわかるんです？,how
週末はどうだった？,how
どうやったの？,how
休みを楽しんでる？,how
この状況をどう判断しますか？,how
時計が欲しいってどうやって分かったの？,how
調査の進み具合はどう、サラ？,how
僕やチームメートたちと一緒に昼食を取らない？,how
そこへ行くのにどのくらい時間がかかりますか？,how
国立博物館に行きたいのですが,how
タイはいかがでした？,how
一体、僕がどうやってそんなに多くを覚えられるというんでしょうね。,how
お2人はどうされていますか。,how
ノーなんて言えないわ。,how
長旅でお疲れでしょう。,how
これはいくらですか？,how
ビー様、苗字の綴りは？,how
どうやったら固ゆで卵をうまく作れるのかな？,how
新しいクラスメートはどうですか？,how
札幌はどうでしたか。,how
進行状況はどうですか？,how
英語の授業はどうでしたか？,how
そのレストランはどうだった？　最高だったよ！,how
あの日本企業との商談はどうだった？,how
どうしてこんなに多くの車が道路にいるのかしら。,how
やせっぽちでみっともないだなんて、よくも言ってくれたわね？,how
今日はどうでしたか？,how
ケーキはどのくらい欲しいかしら、トム？,how
あのプロジェクトはどうなってるの？,how
たろえば、気候変動の問題に、彼らはどう対処すべきでしょうか。,how
彼のことをどれくらい知っているの？,how
はじめまして、ゲーリッグさん。,how
英語を話すことに、どれぐらいなじんでいますか、翔太。,how
クラブの旅行はどうでしたか？,how
どうだったの？,how
どのくらい弾いているのですか？,how
どうなった？,how
どうやったの？,how
いくら？,how
「ジョブショッパー」はどうでしょうか。,how
どうしてわかったんですか？,how
先週末の高校の同窓会はどうでしたか。,how
修学旅行はどうだった？,how
2週間でどう？,how
あそこにどのくらいの鳥がいると思う？,how
あそこはどうですか？,how
君の柔道クラブの調子はどうだい？,how
それ、どうなったの？,how
「末の息子さんが、大学に通うために家を離れたばかりだそうですね。（寂しいでしょうが）どう暮らしているの？」,how
これはどのようにマーケティングをすればよいでしょうか。,how
いかがでしょうか？,how
会費はいくらですか？,how
準備は進んでいますか？／準備はどうですか？,how
いったいどうやってこういうジョークを考え出すの？,how
どうやって勝つつもりだ？,how
この問題にどのように取り組んだらいいと思いますか？,how
タマネギは何個使ったの？,how
ホテルには、どのくらいで着きますか？,how
どうしてそれを知っているの？,how
いつそれらすべてをする時間が？,how
それについてどう感じていますか。,how
気分はどうだい、ロボコーパス？,how
お元気ですか。,how
あなたの家族は、どういう経緯でその地に落ち着くことになったのですか。,how
彼は何歳なの？,how
一日何錠飲むのですか？,how
プロジェクトはどれくらい進んでいますか？,how
ちょっとの間、その常識を脇に置いてみようじゃないですか。,how
どのくらい急ぎですか（どのくらい緊急性がありますか）？,how
月曜日はどうだい？,how
日曜日はどうかな？,how
どうやったら検査できるの？,how
お休みになったらいかがですか？,how
プレゼンテーションはどうでした？,how
どうやって知ったの？,how
ひと休みしませんか？,how
どんな気分？,how
展望台にはどうやったら着けるのでござるか？,how
ジェフ、週末はどうだった？,how
何人くらいの学生が手伝ってくれると思う？,how
ここからどのくらいの距離ですか？,how
仕事はどうですか。,how
何で知ってるの？,how
チキンブリトーはどうだった、スージー？,how
ろうそくは何本ある？,how
リポートははかどってるの？,how
知力面ではどういう様子ですか、聞いても差し支えなければですが。,how
締め切りまで何日ある？,how
価格はいくらになるのか。,how
どうすれば人間はやる気になりますか？,how
メールをチェックするだけ、というのはどうでしょうか。,how
シンガポールの暮らしは、どう？,how
ところで、チップを置く習慣はどのように始まったのですか。,how
それをどう説明するのですか。,how
バスはどのくらいの間隔で来ますか？,how
どうだった？,how
あなたの親業のスタイルをどう言い表しますか、ポール。,how
どうでした？,how
あなただったら、ご両親のライフスタイルをどう言い表しますか。,how
わたしはどうしたら帰れますか？,how
どのような販売促進をしましょうか。,how
調子はどうなんだい？,how
１日借りたらどうなりますか（いくらになりますか）？,how
これは何年くらいやってらっしゃるんですか？,how
学校はどうだい？,how
勉強のほうは進んでいるかい？,how
彼はそれをどうやったの？,how
ここからコロンビア大氷原までどのくらいの距離なの？,how
私たちの読書クラブに入ってはどう？,how
この状況をどう見ますか？,how
どうしてわかったの？,how
旅はどうだった？,how
大学の出願は進んでいますか？,how
あと（距離は）どれくらいですか？,how
ナイト砂漠からどうやって脱出したの？,how
じゃあ、その代わりにポップコーンならどう？,how
似合ってますか？,how
「調子はどう？」 「良くないね。今回の風邪がなかなか治らないんだ」,how
英語の宿題はどうだった？,how
ロジャー、就職面接はどうだったの？,how
週末はいかがでしたか、聖四。,how
週末はどうでしたか。,how
夏休みはどうだった？,how
マレットのレンタル料金はいくらですか？,how
なぜ“スリー・シスターズ”って呼ばれているの？,how
最初はどうかしら？,how
ちらしずしは、どうですか？,how
気分はどうだい、タミコ？,how
スペインへの旅行はどうだった？,how
ボディビルのポーズはどう？,how
これ（スイッチ）はどうやってつけるんですか？,how
そこをどうやって通るのですか？,how
あなたはどうですか、ポール。,how
今のところ、学校はどう？,how
人間にたとえると何歳ですか？,how
どうやって木を彫ることを習得したんですか？,how
今いくら持ってる？,how
どうしてそんなことがわかるの？,how
みんな調子はどうだい？,how
どうすれば諸経費を削減できるでしょうか。,how
「末の息子さんが、大学に通うために家を離れたばかりだそうですね。（寂しいでしょうが）どう暮らしているの？」,how
熱はどうかな、オリバー？,how
出席者は何名になるの？,how
おいくらですか？,how
どのくらい受け入れられているのでしょうか。,how
あなたはどのようにして学生たちを評価しますか？,how
これはいくらですか？,how
コスタリカでの休暇はいかがでしたか。,how
メートルだとどれくらいの高さなの？,how
東京はどうですか？,how
経営陣にどのように働きかけて、あなたの取り組みに関わってもらったのですか。,how
おぬしのほうはどうでござるか、ミア？,how
秘訣は何？,how
西海岸への出張はいかがでしたか。,how
調子はどうですか、ペインさん？,how
次の金曜日、うちに来るのはどう？,how
既婚男性になった気分はどうですか。,how
イギリスのエスカレーターはどういう状況なのですか。,how
どうやってつづるんですか？,how
マークさんは、ブラウニーをいくつ食べたんですか？,how
来週の予定は？,how
じゃあ、この公園であなたのイヌの絵を描いてみましょうか。,how
ここにはどのくらいお住まいですか？,how
焼きそばの屋台はどうかな？,how
どうして？,how
その質問の真意は、「どれぐらいの間わが社にいるつもりですか。,how
この写真はどう？,how
どうやったら彼と遊べますか？,how
君は何に使うつもり？,how
ここの天ぷらはいかがですか？,how
パーティーはどうだった？　まあまあだね。,how
サクラの咲き具合はどう？,how
ハワイ旅行はどうだった？,how
あなたは１日何時間テレビを観ますか？,how
どうしたら彼とまた友だちになれるでしょう？,how
お元気ですか？,how
「休暇はどうだった？」「すばらしかったよ。だけど今は仕事の遅れをうんと取り戻さなければね」,how
これまでにポヴポブズは何曲作ったのですか？,how
どこかでコーヒーを飲もうよ。,how
冬休みはどうだった？,how
学校はどうだった？,how
これはどうですか？,how
君はどう、アンナ？,how
それらの店は、どういう仕組みになっているのですか。,how
親愛なるサマンサへ、元気ですか？,how
ほかの人たちはどうなの？,how
カイルのお母さんはどうやって作るの？,how
その制度は、基本的にどういう仕組みなのですか。,how
次回は里山渓谷に行かれたらどうですか？,how
恋してしまったと彼女に告白したの？　彼女の反応はどうだった？,how
どうすれば私も応募できますか。,how
ティーンエージャーの子どもたちに対して実際、両親はどれぐらいの影響力があるのだろう？,how
調子はどう？,how
キャノン・フォールズはどうだった？,how
いったいぜんたい、どうしてそんな結論に行き着いたの？,how
「太陽はどのくらい遠いの？」 「僕に聞かないで！　全然わからないよ」,how
サンドラとの話はどうだったんだい？,how
デービッドさんは、この町のことはどうして知ったんですか？,how
休暇でどのくらい滞在するつもりですか？,how
あなたのストーリーはどんな結末なの、ルナ？,how
調子はどうですか？,how
観光公害をどのように定義していますか。,how
このチェック柄のワンピースはどうかしら？,how
どうやってここに来るのかしら。,how
おいくらですか？,how
君はどう、ミホ？,how
お孫さんは何人いますか？,how
朝食はいかがでしたか？,how
A＆Aは、ネット上のよいレビュー、悪いレビュー、醜悪なレビューをどのようにモニターし、それらにどのように対応しているのですか。,how
美樹の映画はどうなってるんだい？,how
オータムの森をどうやって抜ければいいですか？,how
来週の金曜はどう？,how
何メートルおりなければなりませんか？,how
オレンジジュースはどのくらい要るの？,how
どうしてそういうことになったのですか。,how
元気かい。,how
一泊いくらですか？,how
どのようなご用件ですか。,how
君のイヌのポールは元気かい？,how
あなたの運転能力はどのくらいですか？,how
あなたの両親は、いつまであなたを子供扱いするつもりなの？,how
写真の仕事についたきっかけは何ですか？,how
メーン州にはどのくらい住んでいるの？,how
お父様は、新しいアパートでお元気にしていらっしゃいますか、リディア。,how
どのくらいの時間、料理の練習をするの？,how
どれぐらい時間をかけて煮たの？,how
この単語は、どのくらいよく使われていますか？,how
米５キロを買うには、いくらかかりますか？,how
何歳なんだい？,how
そこには何人住んでいるの？,how
どうして君とお母さんはイタリア語を勉強しているんだい？,how
これはどうやって味つけしたの？　美味しい！,how
ツナのサンドイッチはいくらですか？,how
どうやって行くの？,how
転職先の企業文化をどう思いましたか。,how
どうして終わらなかったの？,how
おぬしたちの名前はどうやってつづるのでござるか？,how
どうしたんだい？,how
ここからシンガポールまではどうやって行けばいいんですか？,how
パパはいくつだったの？,how
君ならどう思う？,how
洗濯物はどうやって乾かすのですか？,how
調子はどうですか、ジムさん？,how
料理はどうだった？,how
水やりはどのくらいの頻度でしたらいい？,how
書道はどう？,how
知らないなんてありえない。,how
正確に稼動させるにはどのくらい時間がかかるのかな？,how
渋谷に行くにはどうすればいいですか。,how
オーディションはどうだった？,how
あれ、何の鳥だった、リオ？,what
ベル先生の夏の予定はいかがですか？,what
マウンテンバイクのレースは何時に始まるのですか。,what
どうして江戸切子に興味を持ったの？,what
これは何ですか？,what
これは何の肉ですか？,what
あなたとアラベラは、どうしてつつましい結婚式にすることにしたのですか。,what
みんなどんなことを書いていましたか？,what
どういう理由で、ある地域がジェントリフィケーションの候補地になるのですか。,what
このわしに何と言った、小娘よ？,what
ここではどんな音楽が人気ですか？,what
何しているの？,what
では、未来の店舗はどういう姿になるのでしょうか。,what
あなたは？,what
健三は自分がこの先どうなっていくのか、不安におし潰されそうになるのだった。,what
どうしたんですか、ジョンさん？,what
美樹は何が気にかかってるんだろう？,what
どんなあらすじなんですか？,what
どうしたの？,what
何を見てみたいの？,what
皆さんはどう思いますか。,what
どういうご用件でニューヨークにいらっしゃったのですか、サンドラ。,what
どういうつもり？,what
どんな休暇を計画していますか。,what
どんなタイプの目的地が、個人旅行者に最も人気がありますか。,what
外見はどんな感じなの？,what
私は何をすればいいのですか。,what
気に入っていたことは何？,what
ここは何がおいしいの？,what
何を食べてるの？,what
何で有名ですか？,what
どうしたでござるか、旬太？,what
このごろは一体どうなっているんだろう。,what
あなたのお気に入りの地域はどこですか？,what
老人ホームでボランティアたちは何をするんですか？,what
ミカはどう？,what
拙者は何ができるでござるか？,what
あなたは何に仮装しているの？,what
何て書いてあったの？,what
何を作っているの？,what
どんなことで賞をもらったの？,what
きのうの夜は何時に寝たんだ？,what
私、どうしたらいいのかしら？,what
もし2か月後に増やすとしたらどうでしょう。,what
どうしたの、いろは？,what
そうですね、私はいつも、「どうしてきょうのイベントにいらっしゃったのですか」と聞くことから話を始めます。,what
それで？,what
ルナの将来の夢は何なの？,what
次は何ですか？,what
バックパッカーってどういう感じなの？,what
花を選ぶ時は、他にどんなことを覚えておく必要がありますか？,what
最近どうしていたの？,what
昨日、あなたとデイジーの間に何があったの？,what
どんなごほうび？,what
日本では、同じような状況の時にどうするのですか、翔太。,what
それは具体的にどういう内容のものなのですか。,what
彼のどこが好きなの？,what
何を探しているの？,what
それほどのレベルの収入がある世帯は、いったい何にお金を使うのでしょうか。,what
何を心配しているのですか、ナンシー。,what
昼寝をするのはどうでしょうか。,what
娘さんの衣装はどんなふうだったんだい？,what
どういうこと？,what
どういう意味？,what
何をしているの？,what
これまでのキャリアで最も困難だったことは何ですか、フランチェスコさん。,what
あなたが自宅に入ったとき、何が起こったのですか？,what
これのどこがおどろきなの？,what
どんな種類のピザが食べたい？,what
あれは一体全体、何？,what
いいえ、彼女は何て言ったんですか。,what
ファッション・マーケティング担当のマネジャーは、具体的に何をするのですか。,what
あなたの大みそかの予定は？,what
ここで何をしているの？,what
レックスはこれからどうしますか？,what
六角レンチって何？,what
何て書いてあるの？,what
どういう種類の評価基準の話をしているのですか。,what
ここで何をしているんですか？,what
アルゼンチンはどうですか？,what
どんな種類の本？,what
「もっと賢く働く」は、本当はどういう意味なのですか。,what
わたしたちは陽菜のために何ができるかしら？,what
ここで何しているの？,what
君たちはこれからどうするんだい、インディゴ？,what
友だちにどんなおみやげを買えばいいかな？,what
このプリンターはどこが悪いんだろう？,what
この電車は何時に金沢に着きますか？,what
予算はいくら？,what
もし、ロミオとジュリエットが携帯電話を持っていたら？,what
お医者さんの予約は何時ですか？,what
8時ではなく10時に会うのではどうですか？,what
わたしの妖精の衣装、気に入ってくれました？,what
タブレットで何を読んでいらっしゃるの？,what
翔はどうなの？,what
なにが入ってるの？,what
英会話の上達に一番良い方法は何ですか？,what
ふたりで何してるんだい？,what
お仕事は何なの？,what
それをどうするのですか？,what
どんなマッサージなんですか？,what
何て言った？,what
お父さんは何を作っているの？,what
何が鍵だと思いますか。,what
学園祭とは一体何ですか？,what
ベティったら一体どうしたの？　この1週間、ずっと上司にゴマをすってるのよ。,what
どうすればいいんだろう？,what
どんなことをするんだい？,what
どういう意味？,what
彼女はどんな食べ物が好きなんでしょうか。,what
君がいなかったら、僕はどうするだろう。,what
そんな場合はどうするのですか。,what
翔、何をしているの？,what
ぼくはどうしたらいい？,what
どうしましょう？,what
おばあちゃん、何だって？,what
今年、文化祭で弓道部は何をするの、理香？,what
骨董店はどうなったんですか？,what
アメリカのレストランは、ベビーブーム世代が心配している健康と食事の問題に対応するために何をしていますか。,what
何が必要なんだ？,what
あなたの会社が成功した秘訣は何だと思われますか？,what
あの音は何だ？,what
最適な量はどれほどでしょうか。,what
あなたの次の競技は何なの？,what
